policy,seed,type,instance,nnodes,nlps,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime
ml-competitor:svmrank_khalil,1,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,409,710,14.07,0.0,optimal,0,0,14.770269692875445,14.779597332000094
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,415,716,14.33,0.0,optimal,0,0,15.173989806324244,15.183860369000058
ml-competitor:svmrank_khalil,3,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,393,697,13.03,0.0,optimal,0,0,13.69057919178158,13.699214014999825
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,405,682,13.77,0.0,optimal,0,0,14.58880766108632,14.597901323000087
gcnn:baseline,0,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,319,616,9.85,0.0,optimal,0,0,10.348714995197952,10.58374433500012
gcnn:baseline,1,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,307,616,10.15,0.0,optimal,0,0,10.789040382951498,11.01766209199991
gcnn:baseline,2,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,305,546,10.27,0.0,optimal,0,0,10.804218223318458,11.021610596000073
gcnn:baseline,3,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,320,540,9.35,0.0,optimal,0,0,9.677788959816098,9.903579443000126
gcnn:baseline,4,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,327,582,10.23,0.0,optimal,0,0,10.6882293112576,10.918410813000037
gcnn:mean_convolution,0,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,327,607,10.02,0.0,optimal,0,0,10.470592658035457,10.720370769000056
gcnn:mean_convolution,1,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,299,558,9.9,0.0,optimal,0,0,10.312068602070212,10.53413730300008
gcnn:mean_convolution,2,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,315,583,10.33,0.0,optimal,0,0,10.9549809275195,11.18968989599989
gcnn:mean_convolution,3,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,322,576,9.76,0.0,optimal,0,0,10.167722285725176,10.410416994000116
gcnn:mean_convolution,4,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,339,656,10.35,0.0,optimal,0,0,10.973961337469518,11.240090449000036
gcnn:no_prenorm,0,small,../data/instances/setcover/test_500r_1000c_0.05d_100mc_10se/instance_4/instance_4.lp,321,600,9.88,0.0,optimal,0,0,10.411986680701375,10.649108049000006
