policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
gcnn:baseline,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_8/instance_8.lp,57,401,2.113971,0.0,0.2965962536096169,0,0,0,0,0,0,optimal,0,0,2.113994939252734,2.1787156739999887
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,1000,1591,13.676496,0.0,0.3332855229351307,0.31038440432202496,0.30279151095152096,0.28339577791098064,0.27063005598761275,0.26535147936110054,0.2636190329176535,optimal,0,0,13.676539905369282,13.687323472999935
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,1491,2885,28.996602,0.0,0.3312501011810445,0.31520307999530245,0.31473528960527336,0.29249738998362734,0.27862408569733815,0.27106948482369786,0.257239983663733,optimal,0,0,28.996633244678378,29.017729067000005
ml-competitor:svmrank_khalil,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,1685,3163,31.09408,0.0,0.32174027320458126,0.30608189015868104,0.29066854434036493,0.2802389568386211,0.2664357463618407,0.2597086224601926,0.24714731779731255,optimal,0,0,31.094113571569324,31.11604009000007
ml-competitor:svmrank_khalil,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,1237,2257,21.770997,0.0,0.3257135316530822,0.3104562393934036,0.3044296710283989,0.3017769881595363,0.28093323868824227,0.26604468952840343,0.2593732278175487,optimal,0,0,21.771014199592173,21.786173149000092
ml-competitor:svmrank_khalil,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,899,1337,8.450611,0.0,0.20830178939671257,0.19607618176578867,0.18902263753468188,0.18237081190037824,0.17329199630626485,0.16749455550522416,0.16695271537409884,optimal,0,0,8.450633172877133,8.456430316000024
gcnn:baseline,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,864,1385,6.06225,0.0,0.31112632405662877,0.2908169464248895,0.28609167108781397,0.2812812819571173,0.2812812819571173,0.27885642709285463,0.17610106992408167,optimal,0,0,6.062282997183502,6.659491133000074
gcnn:baseline,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,857,1283,6.125172,0.0,0.32739787451872004,0.2925233075192937,0.2809562217993942,0.27648646776402347,0.27648646776402347,0.27648646776402347,0.27648646776402347,optimal,0,0,6.125203175470233,6.826165362999973
gcnn:baseline,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,819,1333,5.337294,0.0,0.3113381825889451,0.2994704971534524,0.2861825071134397,0.2698068284151689,0.2619774844183376,0.15777603162478387,0.15734039824516358,optimal,0,0,5.337317273020744,5.896072061000041
gcnn:baseline,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,956,1686,7.040982,0.0,0.3133397194780026,0.28694869297679015,0.2847770369372655,0.2844530541411047,0.2791448608672619,0.27037259636700883,0.2702150966689066,optimal,0,0,7.041012644767761,7.845815065000011
