policy,seed,type,instance,nnodes,nlps,stime,gap,status,ndomchgs,ncutoffs,walltime,proctime
gcnn:baseline,60,small,../data/instances/facilities/test_100_100_5/instance_17.lp,996,1181,94.2,0.0,optimal,0,0,95.64326446130872,97.29481675500028
gcnn:baseline,80,small,../data/instances/facilities/test_100_100_5/instance_17.lp,1177,1399,106.78,0.0,optimal,0,0,108.44192653894424,110.23027614999955
gcnn:baseline,100,small,../data/instances/facilities/test_100_100_5/instance_17.lp,1174,1317,111.18,0.0,optimal,0,0,112.92486698552966,114.71540014499988
internal:relpscost,20,small,../data/instances/facilities/test_100_100_5/instance_18.lp,207,454,23.42,0.0,optimal,113,0,24.05722178518772,24.07511954399888
internal:relpscost,40,small,../data/instances/facilities/test_100_100_5/instance_18.lp,143,347,26.01,0.0,optimal,85,0,26.827874230220914,26.84561673600001
internal:relpscost,60,small,../data/instances/facilities/test_100_100_5/instance_18.lp,137,326,21.28,0.0,optimal,74,0,21.932225707918406,21.946833477999462
internal:relpscost,80,small,../data/instances/facilities/test_100_100_5/instance_18.lp,133,291,22.81,0.0,optimal,69,0,23.53628223761916,23.551769122999758
internal:relpscost,100,small,../data/instances/facilities/test_100_100_5/instance_18.lp,141,331,22.62,0.0,optimal,93,0,23.363416109234095,23.378664199999548
gcnn:baseline,20,small,../data/instances/facilities/test_100_100_5/instance_18.lp,397,585,21.64,0.0,optimal,0,0,21.459029003977776,22.585846908999883
gcnn:baseline,40,small,../data/instances/facilities/test_100_100_5/instance_18.lp,333,531,22.37,0.0,optimal,0,0,22.052554085850716,23.136200852999536
gcnn:baseline,60,small,../data/instances/facilities/test_100_100_5/instance_18.lp,293,492,21.83,0.0,optimal,0,0,21.689741844311357,22.739322127999912
gcnn:baseline,80,small,../data/instances/facilities/test_100_100_5/instance_18.lp,323,535,22.22,0.0,optimal,0,0,21.991651771590114,23.064276741999493
gcnn:baseline,100,small,../data/instances/facilities/test_100_100_5/instance_18.lp,337,527,23.96,0.0,optimal,0,0,23.87221947684884,24.956630814000164
internal:relpscost,20,small,../data/instances/facilities/test_100_100_5/instance_19.lp,3,124,17.69,0.0,optimal,15,1,18.171679647639394,18.184721861998696
internal:relpscost,40,small,../data/instances/facilities/test_100_100_5/instance_19.lp,3,118,15.55,0.0,optimal,11,1,16.055257519707084,16.065500452001288
internal:relpscost,60,small,../data/instances/facilities/test_100_100_5/instance_19.lp,3,123,16.22,0.0,optimal,15,0,16.653724590316415,16.66439148400059
