policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_4.lp,131,300,53.979102,0.0,0.0016322200354486436,0.0011711668097654886,0.0008964333974930498,0,0,0,0,optimal,0,0,53.97918376326561,53.43719858899999
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_4.lp,218,399,70.969054,0.0,0.0032242947938301517,0.0032242947938301517,0.0032242947938301517,0.0012072586654908349,0,0,0,optimal,0,0,70.96912564896047,70.18078304200003
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_4.lp,358,542,79.268835,0.0,0.002892985126458042,0.0024805955531544584,0.0024563960943246336,0.0019500097640571881,0.00194577594611979,0.0016399489886708405,0.0014094193461365737,optimal,0,0,79.26892113313079,77.53262073299993
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_4.lp,242,481,66.950592,0.0,0.0030736969392836577,0.0025729473872945744,0.002252188663363685,0.002054467689220417,0.0008269398488631894,0,0,optimal,0,0,66.95066421665251,66.12937642599991
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_4.lp,218,476,65.446916,0.0,0.002735448742362176,0.0024385181589973866,0.0024385181589973866,0.0009569340398088229,0.0005318488002583704,0,0,optimal,0,0,65.4469860251993,64.90812936299994
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_4.lp,119,267,45.03873,0.0,0.0012887772280871772,0.0009405334517459601,0.0006621350038112974,0,0,0,0,optimal,0,0,45.0388182643801,44.18267498100022
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_5.lp,33,133,23.138847,0.0,0,0,0,0,0,0,0,optimal,0,0,23.13892095722258,23.088775539999915
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_5.lp,31,73,12.765856,0.0,0,0,0,0,0,0,0,optimal,0,0,12.765918990597129,12.499031315000138
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_5.lp,23,87,22.942848,0.0,0,0,0,0,0,0,0,optimal,0,0,22.942925188690424,22.84380095100005
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_5.lp,13,114,27.078409,0.0,0,0,0,0,0,0,0,optimal,0,0,27.07846707291901,26.72468428100001
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_5.lp,25,117,20.432172,0.0,0,0,0,0,0,0,0,optimal,0,0,20.43225611001253,20.389706096000054
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_5.lp,29,132,23.019158,0.0,0,0,0,0,0,0,0,optimal,0,0,23.019206821918488,23.452909564000038
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_5.lp,35,77,14.647445,0.0,0,0,0,0,0,0,0,optimal,0,0,14.647499524056911,14.996980925000116
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_5.lp,27,91,22.649871,0.0,0,0,0,0,0,0,0,optimal,0,0,22.64993906021118,22.98368937600003
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_5.lp,15,116,23.652993,0.0,0,0,0,0,0,0,0,optimal,0,0,23.65305388532579,23.49388282399991
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_5.lp,25,114,20.360347,0.0,0,0,0,0,0,0,0,optimal,0,0,20.36040860414505,20.22257169799991
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_6.lp,817,1028,167.346883,0.0,0.003595101982987873,0.0034654163530569867,0.0034654163530569867,0.003429471533400457,0.0032091893463116767,0.0030909930313004932,0.0030909930313004932,optimal,0,0,167.34695380739868,163.79577792100008
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_6.lp,933,1123,156.035209,0.0,0.0041319059970230275,0.0041319059970230275,0.0041319059970230275,0.004001059097543915,0.003927663299080746,0.003913772645415507,0.002944870012102611,optimal,0,0,156.0352842863649,154.27515751200008
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_6.lp,676,875,108.286125,0.0,0.003578074062033996,0.003578074062033996,0.003240943709934755,0.003240943709934755,0.0032291988808021838,0.0032291988808021838,0.0030569413245857507,optimal,0,0,108.28620077855885,107.19517212099981
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_6.lp,821,999,135.02232,0.0,0.004131949022734421,0.00360609750794918,0.003331777527978653,0.003201633883655848,0.0030681652210639296,0.002614767049107788,0.0023880883745378916,optimal,0,0,135.02240146696568,132.53113175
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_6.lp,883,1180,169.390222,0.0,0.003759431591421181,0.003759431591421181,0.003759431591421181,0.0037099723602726144,0.0032472293123488433,0.0031327462775148003,0.002813652609682157,optimal,0,0,169.39029437303543,167.66094213799988
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_6.lp,877,1109,157.422403,0.0,0.003122278169799474,0.003092030220217289,0.0029628146740044623,0.0029628146740044623,0.0029628146740044623,0.0029628146740044623,0.0027226392200992234,optimal,0,0,157.42250381596386,154.67025880599977
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_6.lp,1291,1484,202.30744,0.0,0.003474571363900823,0.003472655717823677,0.003472655717823677,0.003472655717823677,0.003378769404238564,0.0031460268570547376,0.002956556652771155,optimal,0,0,202.3075267933309,198.6741113869998
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_6.lp,719,946,117.668796,0.0,0.003240943709934755,0.003240943709934755,0.00317336737657946,0.0027351449159008384,0.0026355010530777147,0.0026355010530777147,0.0025985300251751774,optimal,0,0,117.66886651329696,115.86948650099976
